resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
25270,1067,1,131,44,11,5,5,5,10,58,41.812,5505915,52,10,01:32.8,207.16,1
25271,1067,842,213,10,4,6,6,6,8,58,44.292,5508395,50,11,01:32.8,207.046,1
25272,1067,846,1,4,7,7,7,7,6,58,47.213,5511316,50,3,01:32.4,207.87,1
25273,1067,832,6,55,19,8,8,8,4,58,51.526,5515629,49,2,01:31.9,209.057,1
25274,1067,840,117,18,8,9,9,9,2,58,+1:22.018,5546121,58,6,01:32.6,207.506,1
25275,1067,839,214,31,12,10,10,10,1,57,\N,\N,24,19,01:34.6,203.171,11
25276,1067,841,51,99,16,11,11,11,0,57,\N,\N,57,13,01:32.9,206.845,11
25277,1067,8,51,7,17,12,12,12,0,57,\N,\N,50,5,01:32.6,207.556,11
25278,1067,817,1,3,20,13,13,13,0,57,\N,\N,34,15,01:33.3,206.067,11
25279,1067,852,213,22,9,14,14,14,0,57,\N,\N,54,12,01:32.8,206.979,11
25280,1067,847,3,63,13,15,15,15,0,57,\N,\N,53,16,01:33.4,205.749,11
25281,1067,4,214,14,5,16,16,16,0,57,\N,\N,55,14,01:33.3,206.073,11
25282,1067,849,3,6,15,17,17,17,0,57,\N,\N,48,17,01:33.7,205.149,11
25283,1067,20,117,5,10,18,18,18,0,57,\N,\N,54,7,01:32.7,207.233,11
25284,1067,854,210,47,14,19,19,19,0,56,\N,\N,52,18,01:34.2,203.98,12
25285,1067,853,210,9,18,20,20,20,0,56,\N,\N,52,20,01:35.4,201.353,12
25286,1069,830,9,33,1,1,1,1,25,56,34:36.6,5676552,52,2,01:39.1,200.278,1
25287,1069,1,131,44,2,2,2,2,19,56,1.333,5677885,41,1,01:38.5,201.521,1
25288,1069,815,9,11,3,3,3,3,15,56,42.223,5718775,32,4,01:39.6,199.333,1
25289,1069,844,6,16,4,4,4,4,12,56,52.246,5728798,41,3,01:39.3,199.861,1
25290,1069,817,1,3,6,5,5,5,10,56,+1:16.854,5753406,43,8,01:40.3,197.785,1
25291,1069,822,131,77,9,6,6,6,8,56,+1:20.128,5756680,41,6,01:40.1,198.176,1
25292,1069,832,6,55,5,7,7,7,6,56,+1:23.545,5760097,40,9,01:40.4,197.722,1
25293,1069,846,1,4,7,8,8,8,4,56,+1:24.395,5760947,41,7,01:40.2,198.016,1
25294,1069,852,213,22,10,9,9,9,2,55,\N,\N,47,13,01:41.2,196.209,11
25295,1069,20,117,5,18,10,10,10,1,55,\N,\N,40,10,01:40.5,197.517,11
25296,1069,841,51,99,12,11,11,11,0,55,\N,\N,44,12,01:41.1,196.221,11
25297,1069,840,117,18,13,12,12,12,0,55,\N,\N,36,14,01:41.2,196.135,11
25298,1069,8,51,7,15,13,13,13,0,55,\N,\N,43,15,01:41.3,195.843,11
25299,1069,847,3,63,20,14,14,14,0,55,\N,\N,36,11,01:41.1,196.269,11
25300,1069,849,3,6,14,15,15,15,0,55,\N,\N,46,17,01:41.8,194.924,11
25301,1069,854,210,47,16,16,16,16,0,54,\N,\N,36,16,01:41.4,195.737,12
25302,1069,853,210,9,17,17,17,17,0,54,\N,\N,42,20,01:42.9,192.9,12
25303,1069,4,214,14,19,\N,R,18,0,49,\N,\N,46,5,01:40.1,198.335,65
25304,1069,839,214,31,11,\N,R,19,0,40,\N,\N,28,19,01:42.2,194.207,26
25305,1069,842,213,10,8,\N,R,20,0,14,\N,\N,12,18,01:42.0,194.547,22
25306,1070,830,9,33,3,1,1,1,25,71,38:39.1,5919086,52,2,01:19.0,196.134,1
25307,1070,1,131,44,2,2,2,2,18,71,16.555,5935641,66,4,01:19.8,194.116,1
25308,1070,815,9,11,4,3,3,3,15,71,17.752,5936838,49,3,01:19.5,194.976,1
25309,1070,842,213,10,5,4,4,4,12,71,+1:03.845,5982931,66,7,01:20.5,192.453,1
25310,1070,844,6,16,8,5,5,5,10,71,+1:21.037,6000123,63,9,01:20.7,192.083,1
25311,1070,832,6,55,6,6,6,6,8,70,\N,\N,63,5,01:20.1,193.484,11
25312,1070,20,117,5,9,7,7,7,6,70,\N,\N,70,6,01:20.5,192.572,11
25313,1070,8,51,7,10,8,8,8,4,70,\N,\N,63,11,01:20.7,191.969,11
25314,1070,4,214,14,12,9,9,9,2,70,\N,\N,54,10,01:20.7,191.973,11
25315,1070,846,1,4,18,10,10,10,1,70,\N,\N,67,8,01:20.6,192.197,11
25316,1070,841,51,99,11,11,11,11,0,70,\N,\N,68,16,01:21.5,190.061,11
25317,1070,817,1,3,7,12,12,12,0,70,\N,\N,40,13,01:21.1,191.126,11
25318,1070,839,214,31,19,13,13,13,0,70,\N,\N,67,14,01:21.3,190.47,11
25319,1070,840,117,18,20,14,14,14,0,69,\N,\N,61,12,01:20.9,191.454,12
25320,1070,822,131,77,1,15,15,15,0,69,\N,\N,69,1,01:17.8,199.223,12
25321,1070,847,3,63,16,16,16,16,0,69,\N,\N,61,18,01:22.0,188.919,12
25322,1070,849,3,6,13,17,17,17,0,69,\N,\N,66,17,01:21.5,190.008,12
25323,1070,853,210,9,15,18,18,18,0,68,\N,\N,61,15,01:21.4,190.344,13
25324,1070,854,210,47,14,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4
25325,1070,852,213,22,17,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4
25326,1071,1,131,44,10,1,1,1,25,71,32:22.9,5542851,46,2,01:12.0,215.503,1
25327,1071,830,9,33,2,2,2,2,18,71,10.496,5553347,47,3,01:12.5,214.005,1
25328,1071,822,131,77,1,3,3,3,15,71,13.576,5556427,49,4,01:12.5,213.887,1
25329,1071,815,9,11,4,4,4,4,13,71,39.94,5582791,71,1,01:11.0,218.453,1
25330,1071,844,6,16,6,5,5,5,10,71,49.517,5592368,61,7,01:12.8,213.018,1
25331,1071,832,6,55,3,6,6,6,8,71,51.82,5594671,63,6,01:12.7,213.346,1
25332,1071,842,213,10,7,7,7,7,6,70,\N,\N,53,8,01:13.2,211.839,11
25333,1071,839,214,31,8,8,8,8,4,70,\N,\N,48,16,01:14.4,208.415,11
25334,1071,4,214,14,12,9,9,9,2,70,\N,\N,37,12,01:13.9,209.848,11
25335,1071,846,1,4,5,10,10,10,1,70,\N,\N,53,10,01:13.8,210.306,11
25336,1071,20,117,5,9,11,11,11,0,70,\N,\N,69,9,01:13.6,210.668,11
25337,1071,8,51,7,0,12,12,12,0,70,\N,\N,54,5,01:12.6,213.607,11
25338,1071,847,3,63,17,13,13,13,0,70,\N,\N,45,15,01:14.4,208.626,11
25339,1071,841,51,99,13,14,14,14,0,70,\N,\N,44,14,01:14.2,208.985,11
25340,1071,852,213,22,15,15,15,15,0,70,\N,\N,62,13,01:14.2,209.05,11
25341,1071,849,3,6,16,16,16,16,0,70,\N,\N,57,18,01:14.6,207.896,11
25342,1071,853,210,9,19,17,17,17,0,69,\N,\N,36,19,01:15.0,206.958,12
25343,1071,854,210,47,18,18,18,18,0,69,\N,\N,66,11,01:13.8,210.215,12
25344,1071,817,1,3,11,\N,R,19,0,49,\N,\N,40,17,01:14.4,208.379,75
25345,1071,840,117,18,14,\N,R,20,0,47,\N,\N,25,20,01:15.3,205.887,130
25346,1051,1,131,44,1,1,1,1,25,57,24:28.5,5068471,50,2,01:25.1,227.633,1
25347,1051,830,9,33,7,2,2,2,19,57,25.743,5094214,57,1,01:23.2,232.799,1
25348,1051,4,214,14,3,3,3,3,15,57,59.457,5127928,48,10,01:26.7,223.437,1
25349,1051,815,9,11,11,4,4,4,12,57,+1:02.306,5130777,49,3,01:25.6,226.227,1
25350,1051,839,214,31,9,5,5,5,10,57,+1:20.570,5149041,46,13,01:27.1,222.464,1
25351,1051,840,117,18,12,6,6,6,8,57,+1:21.274,5149745,44,17,01:27.4,221.713,1
25352,1051,832,6,55,5,7,7,7,6,57,+1:21.911,5150382,46,9,01:26.6,223.726,1
25353,1051,844,6,16,13,8,8,8,4,57,+1:23.126,5151597,46,8,01:26.6,223.765,1
25354,1051,846,1,4,4,9,9,9,2,56,\N,\N,51,4,01:25.7,225.876,11
25355,1051,20,117,5,10,10,10,10,1,56,\N,\N,53,7,01:26.4,224.078,11
25356,1051,842,213,10,2,11,11,11,0,56,\N,\N,46,11,01:27.0,222.572,11
25357,1051,817,1,3,14,12,12,12,0,56,\N,\N,50,14,01:27.2,222.115,11
25358,1051,852,213,22,8,13,13,13,0,56,\N,\N,50,12,01:27.0,222.51,11
25359,1051,8,51,7,16,14,14,14,0,56,\N,\N,53,6,01:26.4,224.275,11
25360,1051,841,51,99,18,15,15,15,0,56,\N,\N,40,18,01:27.8,220.534,11
25361,1051,854,210,47,19,16,16,16,0,56,\N,\N,46,19,01:28.4,219.065,11
25362,1051,847,3,63,15,17,17,17,0,55,\N,\N,55,5,01:25.8,225.818,12
25363,1051,853,210,9,20,18,18,18,0,55,\N,\N,55,16,01:27.3,221.754,12
25364,1051,849,3,6,17,\N,R,19,0,50,\N,\N,44,20,01:28.7,218.275,29
25365,1051,822,131,77,6,\N,R,20,0,48,\N,\N,39,15,01:27.2,221.992,137
25366,1072,1,131,44,1,1,1,1,26,50,06:15.1,7575118,47,1,01:30.7,244.962,1
25367,1072,830,9,33,3,2,2,2,18,50,11.825,7586943,35,3,01:31.5,242.943,1
25368,1072,822,131,77,2,3,3,3,15,50,27.531,7602649,47,2,01:31.4,243.155,1
25369,1072,839,214,31,9,4,4,4,12,50,27.633,7602751,47,6,01:31.8,242.125,1
25370,1072,817,1,3,11,5,5,5,10,50,40.121,7615239,43,11,01:32.7,239.725,1
25371,1072,842,213,10,6,6,6,6,8,50,41.613,7616731,46,9,01:32.3,240.813,1
25372,1072,844,6,16,4,7,7,7,6,50,44.475,7619593,46,4,01:31.6,242.643,1
25373,1072,832,6,55,15,8,8,8,4,50,46.606,7621724,37,7,01:31.9,241.983,1
25374,1072,841,51,99,10,9,9,9,2,50,58.505,7633623,37,15,01:32.9,239.34,1
25375,1072,846,1,4,7,10,10,10,1,50,+1:01.358,7636476,49,8,01:31.9,241.817,1
25376,1072,840,117,18,18,11,11,11,0,50,+1:17.212,7652330,45,14,01:32.8,239.498,1
25377,1072,849,3,6,16,12,12,12,0,50,+1:23.249,7658367,49,12,01:32.8,239.635,1
25378,1072,4,214,14,13,13,13,13,0,49,\N,\N,46,5,01:31.6,242.558,11
25379,1072,852,213,22,8,14,14,14,0,49,\N,\N,44,10,01:32.5,240.269,11
25380,1072,8,51,7,12,15,15,15,0,49,\N,\N,45,13,01:32.8,239.565,11
25381,1072,20,117,5,17,\N,R,16,0,44,\N,\N,41,16,01:34.0,236.375,130
25382,1072,815,9,11,5,\N,R,17,0,14,\N,\N,9,17,01:34.1,236.104,4
25383,1072,853,210,9,20,\N,R,18,0,14,\N,\N,7,20,01:37.0,229.036,4
25384,1072,847,3,63,14,\N,R,19,0,14,\N,\N,7,19,01:36.1,231.211,4
25385,1072,854,210,47,19,\N,R,20,0,8,\N,\N,8,18,01:36.0,231.421,3
25386,1073,830,9,33,1,1,1,1,26,58,30:17.3,5417345,39,1,01:26.1,220.8,1
25387,1073,1,131,44,2,2,2,2,18,58,2.256,5419601,43,3,01:26.6,219.495,1
25388,1073,832,6,55,5,3,3,3,15,58,5.173,5422518,51,9,01:27.6,216.982,1
25389,1073,852,213,22,8,4,4,4,12,58,5.692,5423037,50,7,01:27.5,217.285,1
25390,1073,842,213,10,12,5,5,5,10,58,6.531,5423876,49,6,01:27.3,217.668,1
25391,1073,822,131,77,6,6,6,6,8,58,7.463,5424808,51,5,01:26.9,218.871,1
25392,1073,846,1,4,3,7,7,7,6,58,59.2,5476545,58,4,01:26.8,219.123,1
25393,1073,4,214,14,11,8,8,8,4,58,+1:01.708,5479053,58,8,01:27.6,217.01,1
25394,1073,839,214,31,9,9,9,9,2,58,+1:04.026,5481371,58,10,01:28.2,215.431,1
25395,1073,844,6,16,7,10,10,10,1,58,+1:06.057,5483402,40,12,01:28.4,214.983,1
25396,1073,20,117,5,15,11,11,11,0,58,+1:07.527,5484872,58,11,01:28.3,215.299,1
25397,1073,817,1,3,10,12,12,12,0,57,\N,\N,48,14,01:28.7,214.28,11
25398,1073,840,117,18,13,13,13,13,0,57,\N,\N,48,13,01:28.6,214.657,11
25399,1073,854,210,47,19,14,14,14,0,57,\N,\N,42,17,01:29.5,212.522,11
25400,1073,815,9,11,4,15,15,15,0,55,\N,\N,51,2,01:26.4,219.993,5
25401,1073,849,3,6,16,\N,R,16,0,50,\N,\N,30,15,01:29.3,212.912,3
25402,1073,841,51,99,14,\N,R,17,0,33,\N,\N,33,16,01:29.4,212.557,6
25403,1073,847,3,63,17,\N,R,18,0,26,\N,\N,23,19,01:30.6,209.732,6
25404,1073,8,51,7,18,\N,R,19,0,25,\N,\N,23,18,01:29.7,211.951,23
25405,1073,853,210,9,20,\N,W,20,0,0,\N,\N,\N,0,\N,\N,139
25406,1074,844,6,16,1,1,1,1,26,57,37:33.6,5853584,51,1,01:34.6,206.018,1
25407,1074,832,6,55,3,2,2,2,18,57,5.598,5859182,52,3,01:35.7,203.501,1
25408,1074,1,131,44,5,3,3,3,15,57,9.675,5863259,53,5,01:36.2,202.469,1
25409,1074,847,131,63,9,4,4,4,12,57,11.211,5864795,56,6,01:36.3,202.313,1
25410,1074,825,210,20,7,5,5,5,10,57,14.754,5868338,53,8,01:36.6,201.641,1
25411,1074,822,51,77,6,6,6,6,8,57,16.119,5869703,53,7,01:36.6,201.691,1
25412,1074,839,214,31,11,7,7,7,6,57,19.423,5873007,53,14,01:37.1,200.63,1
25413,1074,852,213,22,16,8,8,8,4,57,20.386,5873970,53,13,01:37.1,200.642,1
25414,1074,4,214,14,8,9,9,9,2,57,22.39,5875974,44,10,01:36.7,201.412,1
25415,1074,855,51,24,15,10,10,10,1,57,23.064,5876648,39,9,01:36.7,201.512,1
25416,1074,854,210,47,12,11,11,11,0,57,32.574,5886158,37,11,01:37.0,200.948,1
25417,1074,840,117,18,19,12,12,12,0,57,45.873,5899457,49,15,01:37.1,200.555,1
25418,1074,848,3,23,14,13,13,13,0,57,53.932,5907516,50,18,01:37.4,200.125,1
25419,1074,817,1,3,18,14,14,14,0,57,54.975,5908559,50,16,01:37.3,200.318,1
25420,1074,846,1,4,13,15,15,15,0,57,56.335,5909919,51,12,01:37.0,200.882,1
25421,1074,849,3,6,20,16,16,16,0,57,+1:01.795,5915379,51,20,01:38.3,198.3,1
25422,1074,807,117,27,17,17,17,17,0,57,+1:03.829,5917413,49,19,01:38.2,198.401,1
25423,1074,815,9,11,4,18,18,18,0,56,\N,\N,52,4,01:36.1,202.762,32
25424,1074,830,9,33,2,19,19,19,0,54,\N,\N,51,2,01:35.4,204.14,32
25425,1074,842,213,10,10,\N,R,20,0,44,\N,\N,34,17,01:37.3,200.189,131
25426,1075,830,9,33,4,1,1,1,25,50,24:19.3,5059293,50,2,01:31.8,242.191,1
25427,1075,844,6,16,2,2,2,2,19,50,0.549,5059842,48,1,01:31.6,242.556,1
25428,1075,832,6,55,3,3,3,3,15,50,8.097,5067390,48,3,01:31.9,241.841,1
25429,1075,815,9,11,1,4,4,4,12,50,10.8,5070093,46,4,01:32.0,241.481,1
25430,1075,847,131,63,6,5,5,5,10,50,32.732,5092025,43,7,01:32.8,239.454,1
25431,1075,839,214,31,5,6,6,6,8,50,56.017,5115310,46,9,01:33.1,238.729,1
25432,1075,846,1,4,11,7,7,7,6,50,56.124,5115417,46,5,01:32.8,239.629,1
25433,1075,842,213,10,9,8,8,8,4,50,+1:02.946,5122239,42,10,01:33.5,237.796,1
25434,1075,825,210,20,10,9,9,9,2,50,+1:04.308,5123601,48,6,01:32.8,239.562,1
25435,1075,1,131,44,15,10,10,10,1,50,+1:13.948,5133241,47,8,01:33.0,239.001,1
25436,1075,855,51,24,12,11,11,11,0,50,+1:22.215,5141508,45,13,01:33.9,236.642,1
25437,1075,807,117,27,17,12,12,12,0,50,+1:31.742,5151035,47,11,01:33.7,237.332,1
25438,1075,840,117,18,13,13,13,13,0,49,\N,\N,46,16,01:34.4,235.334,11
25439,1075,848,3,23,16,14,14,14,0,47,\N,\N,46,15,01:34.4,235.528,130
25440,1075,822,51,77,8,\N,R,15,0,36,\N,\N,31,14,01:34.0,236.503,141
25441,1075,4,214,14,7,\N,R,16,0,35,\N,\N,33,12,01:33.8,236.876,103
25442,1075,817,1,3,14,\N,R,17,0,35,\N,\N,34,17,01:34.5,235.232,6
25443,1075,849,3,6,18,\N,R,18,0,14,\N,\N,9,18,01:37.5,227.892,3
25444,1075,852,213,22,19,\N,R,19,0,0,\N,\N,\N,0,\N,\N,131
25445,1075,854,210,47,0,\N,W,20,0,0,\N,\N,\N,0,\N,\N,54
25446,1076,844,6,16,1,1,1,1,26,58,27:46.5,5266548,58,1,01:20.3,236.74,1
25447,1076,815,9,11,3,2,2,2,18,58,20.524,5287072,58,3,01:21.1,234.305,1
25448,1076,847,131,63,6,3,3,3,15,58,25.593,5292141,53,4,01:21.5,233.152,1
25449,1076,1,131,44,5,4,4,4,12,58,28.543,5295091,51,7,01:21.9,232.039,1
25450,1076,846,1,4,4,5,5,5,10,58,53.303,5319851,55,8,01:22.2,231.018,1
25451,1076,817,1,3,7,6,6,6,8,58,53.737,5320285,54,9,01:22.5,230.449,1
25452,1076,839,214,31,8,7,7,7,6,58,+1:01.683,5328231,58,10,01:22.5,230.399,1
25453,1076,822,51,77,12,8,8,8,4,58,+1:08.439,5334987,54,5,01:21.7,232.707,1
25454,1076,842,213,10,11,9,9,9,2,58,+1:16.221,5342769,52,13,01:22.7,229.669,1
25455,1076,848,3,23,20,10,10,10,1,58,+1:19.382,5345930,54,12,01:22.6,230.064,1
25456,1076,855,51,24,14,11,11,11,0,58,+1:21.695,5348243,55,11,01:22.5,230.198,1
25457,1076,840,117,18,19,12,12,12,0,58,+1:28.598,5355146,48,17,01:23.6,227.304,1
25458,1076,854,210,47,15,13,13,13,0,57,\N,\N,55,14,01:23.0,228.908,11
25459,1076,825,210,20,16,14,14,14,0,57,\N,\N,44,15,01:23.1,228.729,11
25460,1076,852,213,22,13,15,15,15,0,57,\N,\N,56,16,01:23.3,227.985,11
25461,1076,849,3,6,18,16,16,16,0,57,\N,\N,49,18,01:23.9,226.518,11
25462,1076,4,214,14,10,17,17,17,0,57,\N,\N,57,2,01:20.8,235.024,11
25463,1076,830,9,33,2,\N,R,18,0,38,\N,\N,37,6,01:21.7,232.633,95
25464,1076,20,117,5,17,\N,R,19,0,22,\N,\N,17,19,01:25.2,223.042,3
25465,1076,832,6,55,9,\N,R,20,0,1,\N,\N,\N,0,\N,\N,20
25466,1077,830,9,33,1,1,1,1,26,63,32:08.0,5527986,55,1,01:18.4,225.281,1
25467,1077,815,9,11,3,2,2,2,18,63,16.527,5544513,52,3,01:18.9,223.845,1
25468,1077,846,1,4,5,3,3,3,15,63,34.834,5562820,61,7,01:20.9,218.439,1
25469,1077,847,131,63,11,4,4,4,12,63,42.506,5570492,57,8,01:21.0,218.28,1
25470,1077,822,51,77,7,5,5,5,10,63,43.181,5571167,43,6,01:20.8,218.831,1
25471,1077,844,6,16,2,6,6,6,8,63,56.072,5584058,63,2,01:18.6,224.914,1
25472,1077,852,213,22,12,7,7,7,6,63,+1:01.110,5589096,61,5,01:20.5,219.412,1
25473,1077,20,117,5,13,8,8,8,4,63,+1:10.892,5598878,47,9,01:21.2,217.61,1
25474,1077,825,210,20,8,9,9,9,2,63,+1:15.260,5603246,61,10,01:21.2,217.538,1
25475,1077,840,117,18,15,10,10,10,1,62,\N,\N,46,16,01:21.8,216.176,11
25476,1077,848,3,23,18,11,11,11,0,62,\N,\N,61,17,01:21.8,216.157,11
25477,1077,842,213,10,17,12,12,12,0,62,\N,\N,34,15,01:21.7,216.274,11
25478,1077,1,131,44,14,13,13,13,0,62,\N,\N,50,13,01:21.4,217.054,11
25479,1077,839,214,31,16,14,14,14,0,62,\N,\N,37,18,01:21.9,215.814,11
25480,1077,855,51,24,0,15,15,15,0,62,\N,\N,61,11,01:21.3,217.41,11
25481,1077,849,3,6,19,16,16,16,0,62,\N,\N,62,12,01:21.3,217.271,11
25482,1077,854,210,47,10,17,17,17,0,62,\N,\N,55,4,01:19.0,223.704,11
25483,1077,817,1,3,6,18,18,18,0,62,\N,\N,61,14,01:21.6,216.634,11
25484,1077,4,214,14,9,\N,R,19,0,6,\N,\N,5,19,01:39.7,177.282,130
25485,1077,832,6,55,4,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4
25486,1078,830,9,33,3,1,1,1,26,57,34:24.3,5664258,54,1,01:31.4,213.255,1
25487,1078,844,6,16,1,2,2,2,18,57,3.786,5668044,53,2,01:31.5,212.959,1
25488,1078,832,6,55,2,3,3,3,15,57,8.229,5672487,56,3,01:31.8,212.258,1
25489,1078,815,9,11,4,4,4,4,12,57,10.638,5674896,54,4,01:31.8,212.191,1
25490,1078,847,131,63,12,5,5,5,10,57,18.582,5682840,56,5,01:32.2,211.325,1
25491,1078,1,131,44,6,6,6,6,8,57,21.368,5685626,55,7,01:32.9,209.629,1
25492,1078,822,51,77,5,7,7,7,6,57,25.073,5689331,56,10,01:33.2,209.083,1
25493,1078,839,214,31,20,8,8,8,4,57,28.386,5692644,56,9,01:33.2,209.13,1
25494,1078,848,3,23,18,9,9,9,2,57,32.365,5696623,57,15,01:33.4,208.494,1
25495,1078,840,117,18,0,10,10,10,1,57,37.026,5701284,52,12,01:33.3,208.796,1
25496,1078,4,214,14,11,11,11,11,0,57,37.128,5701386,53,13,01:33.3,208.753,1
25497,1078,852,213,22,9,12,12,12,0,57,40.146,5704404,55,8,01:33.0,209.417,1
25498,1078,817,1,3,14,13,13,13,0,57,40.902,5705160,56,11,01:33.3,208.901,1
25499,1078,849,3,6,19,14,14,14,0,57,49.936,5714194,53,18,01:34.2,206.896,1
25500,1078,854,210,47,15,15,15,15,0,57,+1:13.305,5737563,57,6,01:32.5,210.565,1
25501,1078,825,210,20,16,16,16,16,0,56,\N,\N,52,17,01:33.5,208.351,33
25502,1078,20,117,5,0,17,17,17,0,54,\N,\N,50,16,01:33.5,208.423,4
25503,1078,842,213,10,7,\N,R,18,0,45,\N,\N,38,19,01:34.5,206.199,22
25504,1078,846,1,4,8,\N,R,19,0,39,\N,\N,37,14,01:33.4,208.575,4
25505,1078,855,51,24,17,\N,R,20,0,6,\N,\N,4,20,01:35.7,203.52,47
25506,1079,830,9,33,2,1,1,1,25,66,37:20.5,5840475,46,4,01:25.5,196.943,1
25507,1079,815,9,11,5,2,2,2,19,66,13.072,5853547,55,1,01:24.1,200.099,1
25508,1079,847,131,63,4,3,3,3,15,66,32.927,5873402,53,3,01:24.6,198.851,1
25509,1079,832,6,55,3,4,4,4,12,66,45.208,5885683,49,7,01:26.0,195.731,1
25510,1079,1,131,44,6,5,5,5,10,66,54.534,5895009,51,2,01:24.3,199.755,1
25511,1079,822,51,77,7,6,6,6,8,66,59.976,5900451,36,8,01:26.4,194.802,1
25512,1079,839,214,31,12,7,7,7,6,66,+1:15.397,5915872,54,6,01:25.9,195.845,1
25513,1079,846,1,4,11,8,8,8,4,66,+1:23.235,5923710,53,5,01:25.6,196.568,1
25514,1079,4,214,14,20,9,9,9,2,65,\N,\N,56,9,01:26.6,194.344,11
25515,1079,852,213,22,13,10,10,10,1,65,\N,\N,59,10,01:26.8,193.831,11
25516,1079,20,117,5,16,11,11,11,0,65,\N,\N,59,18,01:27.6,192.059,11
25517,1079,817,1,3,9,12,12,12,0,65,\N,\N,54,15,01:27.3,192.816,11
25518,1079,842,213,10,14,13,13,13,0,65,\N,\N,51,12,01:27.0,193.477,11
25519,1079,854,210,47,10,14,14,14,0,65,\N,\N,32,16,01:27.4,192.459,11
25520,1079,840,117,18,17,15,15,15,0,65,\N,\N,54,11,01:26.9,193.724,11
25521,1079,849,3,6,19,16,16,16,0,64,\N,\N,52,14,01:27.2,192.902,12
25522,1079,825,210,20,8,17,17,17,0,64,\N,\N,3,17,01:27.5,192.261,12
25523,1079,848,3,23,18,18,18,18,0,64,\N,\N,56,19,01:28.3,190.641,12
25524,1079,855,51,24,15,\N,R,19,0,28,\N,\N,12,20,01:28.4,190.352,75
25525,1079,844,6,16,1,\N,R,20,0,27,\N,\N,25,13,01:27.0,193.381,101
25526,1080,815,9,11,3,1,1,1,25,64,56:30.3,6990265,46,4,01:16.0,158.01,1
25527,1080,832,6,55,2,2,2,2,18,64,1.154,6991419,47,7,01:16.4,157.197,1
25528,1080,830,9,33,4,3,3,3,15,64,1.491,6991756,47,5,01:16.1,157.96,1
25529,1080,844,6,16,1,4,4,4,12,64,2.922,6993187,46,6,01:16.2,157.552,1
25530,1080,847,131,63,6,5,5,5,10,64,11.968,7002233,42,8,01:16.8,156.36,1
25531,1080,846,1,4,5,6,6,6,9,64,12.231,7002496,55,1,01:14.7,160.834,1
25532,1080,4,214,14,7,7,7,7,6,64,46.358,7036623,50,3,01:15.9,158.314,1
25533,1080,1,131,44,8,8,8,8,4,64,50.388,7040653,51,9,01:17.2,155.605,1
25534,1080,822,51,77,12,9,9,9,2,64,52.525,7042790,57,14,01:17.6,154.809,1
25535,1080,20,117,5,9,10,10,10,1,64,53.536,7043801,54,12,01:17.6,154.893,1
25536,1080,842,213,10,17,11,11,11,0,64,54.289,7044554,61,10,01:17.3,155.321,1
25537,1080,839,214,31,10,12,12,12,0,64,55.644,7045909,50,13,01:17.6,154.867,1
25538,1080,817,1,3,14,13,13,13,0,64,57.635,7047900,59,11,01:17.5,154.945,1
25539,1080,840,117,18,18,14,14,14,0,64,+1:00.802,7051067,56,15,01:17.7,154.665,1
25540,1080,849,3,6,19,15,15,15,0,63,\N,\N,43,18,01:18.6,152.88,11
25541,1080,855,51,24,20,16,16,16,0,63,\N,\N,52,17,01:18.2,153.621,11
25542,1080,852,213,22,11,17,17,17,0,63,\N,\N,61,2,01:15.3,159.465,11
25543,1080,848,3,23,16,\N,R,18,0,48,\N,\N,40,16,01:18.0,153.969,26
25544,1080,854,210,47,15,\N,R,19,0,24,\N,\N,24,19,01:24.8,141.701,3
25545,1080,825,210,20,13,\N,R,20,0,19,\N,\N,18,20,01:33.8,128.135,34
25546,1081,830,9,33,3,1,1,1,25,51,34:05.9,5645941,50,2,01:46.1,203.779,1
25547,1081,815,9,11,2,2,2,2,19,51,20.823,5666764,36,1,01:46.0,203.787,1
25548,1081,847,131,63,5,3,3,3,15,51,45.995,5691936,42,4,01:47.2,201.636,1
25549,1081,1,131,44,7,4,4,4,12,51,+1:11.679,5717620,39,3,01:47.0,201.887,1
25550,1081,842,213,10,6,5,5,5,10,51,+1:17.299,5723240,39,16,01:48.5,199.143,1
25551,1081,20,117,5,9,6,6,6,8,51,+1:24.099,5730040,41,12,01:48.2,199.719,1
25552,1081,4,214,14,10,7,7,7,6,51,+1:28.596,5734537,49,8,01:48.0,200.12,1
25553,1081,817,1,3,12,8,8,8,4,51,+1:32.207,5738148,44,13,01:48.3,199.589,1
25554,1081,846,1,4,11,9,9,9,2,51,+1:32.556,5738497,37,9,01:48.0,200.105,1
25555,1081,839,214,31,13,10,10,10,1,51,+1:48.184,5754125,36,14,01:48.3,199.551,1
25556,1081,822,51,77,15,11,11,11,0,50,\N,\N,42,11,01:48.2,199.768,11
25557,1081,848,3,23,17,12,12,12,0,50,\N,\N,48,7,01:48.0,200.163,11
25558,1081,852,213,22,8,13,13,13,0,50,\N,\N,42,5,01:47.5,200.987,11
25559,1081,854,210,47,20,14,14,14,0,50,\N,\N,40,15,01:48.4,199.343,11
25560,1081,849,3,6,18,15,15,15,0,50,\N,\N,37,20,01:49.6,197.209,11
25561,1081,840,117,18,19,16,16,16,0,46,\N,\N,38,10,01:48.0,200.029,76
